"p","K","nu","delta","sparse","alpha","independent","ARL","CAD","PFA","power","stream_1_ARL","stream_2_ARL","stream_3_ARL","stream_4_ARL","stream_5_ARL","stream_6_ARL","stream_7_ARL","stream_8_ARL","stream_9_ARL","stream_10_ARL","stream_1_CAD","stream_2_CAD","stream_3_CAD","stream_4_CAD","stream_5_CAD","stream_6_CAD","stream_7_CAD","stream_8_CAD","stream_9_CAD","stream_10_CAD"
1,10,100,0.121392446200583,FALSE,1e-04,FALSE,153.1,53.1,0,1,189.68,187.886666666667,183.253333333333,186.366666666667,185.343333333333,185.26,185.546666666667,184.973333333333,187.716666666667,186.836666666667,89.68,87.8866666666667,83.2533333333333,86.3666666666667,85.3433333333333,85.26,85.5466666666667,84.9733333333333,87.7166666666667,86.8366666666666
0,2,100,0.143374232887377,FALSE,1e-04,FALSE,124.776666666667,24.7766666666667,0,1,126.493333333333,126.506666666667,NA,NA,NA,NA,NA,NA,NA,NA,26.4933333333333,26.5066666666667,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.143374232887377,FALSE,1e-04,FALSE,122.626666666667,22.6266666666667,0,1,126.183333333333,125.016666666667,NA,NA,NA,NA,NA,NA,NA,NA,26.1833333333333,25.0166666666667,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.143374232887377,FALSE,1e-04,FALSE,156.946666666667,56.9466666666667,0,1,173.376666666667,172.556666666667,173.986666666667,172.94,173.266666666667,173.49,173.486666666667,173.31,173.18,173.846666666667,73.3766666666667,72.5566666666667,73.9866666666667,72.94,73.2666666666667,73.49,73.4866666666667,73.31,73.18,73.8466666666667
1,10,100,0.143374232887377,FALSE,1e-04,FALSE,146.39,46.39,0,1,171.083333333333,171.173333333333,171.643333333333,172.366666666667,170.423333333333,170.793333333333,172.043333333333,171.903333333333,171.33,172.833333333333,71.0833333333333,71.1733333333333,71.6433333333333,72.3666666666667,70.4233333333333,70.7933333333333,72.0433333333333,71.9033333333333,71.33,72.8333333333333
0,2,100,0.169336489208544,FALSE,1e-04,FALSE,121.186666666667,21.1866666666667,0,1,122.873333333333,122.57,NA,NA,NA,NA,NA,NA,NA,NA,22.8733333333333,22.57,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.169336489208544,FALSE,1e-04,FALSE,119.016666666667,19.0166666666667,0,1,121.616666666667,121.35,NA,NA,NA,NA,NA,NA,NA,NA,21.6166666666667,21.35,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.169336489208544,FALSE,1e-04,FALSE,149.806666666667,49.8066666666667,0,1,162.986666666667,162.326666666667,162.556666666667,162.133333333333,162.9,162.316666666667,162.203333333333,162.783333333333,161.533333333333,161.82,62.9866666666667,62.3266666666667,62.5566666666667,62.1333333333333,62.9,62.3166666666667,62.2033333333333,62.7833333333333,61.5333333333333,61.82
1,10,100,0.169336489208544,FALSE,1e-04,FALSE,139.59,39.59,0,1,158.15,158.333333333333,161.293333333333,157.81,159.643333333333,158.266666666667,159.836666666667,159.07,158.996666666667,159.49,58.15,58.3333333333333,61.2933333333333,57.81,59.6433333333333,58.2666666666667,59.8366666666667,59.07,58.9966666666667,59.49
0,2,100,0.2,FALSE,1e-04,FALSE,118.523333333333,18.5233333333333,0,1,119.73,119.683333333333,NA,NA,NA,NA,NA,NA,NA,NA,19.73,19.6833333333333,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.2,FALSE,1e-04,FALSE,116.813333333333,16.8133333333333,0,1,118.82,119.006666666667,NA,NA,NA,NA,NA,NA,NA,NA,18.82,19.0066666666667,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.2,FALSE,1e-04,FALSE,142.463333333333,42.4633333333333,0,1,152.21,152.903333333333,152.523333333333,152.33,153.1,153,153.04,152.78,152.303333333333,153.16,52.21,52.9033333333333,52.5233333333333,52.33,53.1,53,53.04,52.78,52.3033333333333,53.16
1,10,100,0.2,FALSE,1e-04,FALSE,134.753333333333,34.7533333333333,0,1,151.833333333333,151.34,149.193333333333,151.883333333333,150.423333333333,150.886666666667,151.886666666667,150.243333333333,151.33,150.44,51.8333333333333,51.34,49.1933333333333,51.8833333333333,50.4233333333333,50.8866666666667,51.8866666666667,50.2433333333333,51.33,50.44
0,2,100,0,TRUE,1e-04,FALSE,Inf,1582.93220338983,0,0.196666666666667,Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,1611.83333333333,1597.5,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0,TRUE,1e-04,FALSE,517.143333333333,418.716666666667,0.00333333333333333,1,678.063333333333,672.093333333333,NA,NA,NA,NA,NA,NA,NA,NA,578.063333333333,573.666666666667,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0,TRUE,1e-04,FALSE,Inf,1706.38709677419,0,0.206666666666667,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1752.85714285714,2043.5,1426.2,1561.6,1701,1703.4,1817.8,2300.66666666667,1747,1732.28571428571
1,10,100,0,TRUE,1e-04,FALSE,454.446666666667,354.446666666667,0,1,900.666666666667,932.456666666667,921.463333333333,966.066666666667,903.403333333333,Inf,910.943333333333,908.466666666667,Inf,898.946666666667,800.666666666667,832.456666666667,821.463333333333,866.066666666667,803.403333333333,790.792642140468,810.943333333333,808.466666666667,805.909395973154,798.946666666667
0,2,100,0.01,TRUE,1e-04,FALSE,555.696666666667,455.696666666667,0,1,557.353333333333,Inf,NA,NA,NA,NA,NA,NA,NA,NA,457.353333333333,1564.20833333333,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.01,TRUE,1e-04,FALSE,326.343333333333,226.343333333333,0,1,334.34,716.21,NA,NA,NA,NA,NA,NA,NA,NA,234.34,616.21,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.01,TRUE,1e-04,FALSE,739.933333333333,639.933333333333,0,1,740.906666666667,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,640.906666666667,1529.33333333333,1735.33333333333,2017.14285714286,1465.75,2034.66666666667,2174.66666666667,1747.66666666667,2399,1706.55555555556
1,10,100,0.01,TRUE,1e-04,FALSE,359.79,259.79,0,1,410.083333333333,898.826666666667,895.74,Inf,946.66,864.316666666667,Inf,Inf,Inf,939.26,310.083333333333,798.826666666667,795.74,814.377926421405,846.66,764.316666666667,803.558528428094,860.775919732441,768.230769230769,839.26
0,2,100,0.0118108035034134,TRUE,1e-04,FALSE,453.69,353.69,0,1,453.69,Inf,NA,NA,NA,NA,NA,NA,NA,NA,353.69,1451.71875,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.0118108035034134,TRUE,1e-04,FALSE,295.04,195.04,0,1,304.383333333333,681.57,NA,NA,NA,NA,NA,NA,NA,NA,204.383333333333,581.57,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.0118108035034134,TRUE,1e-04,FALSE,603.66,503.66,0,1,603.66,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,503.66,1561.6,2023.33333333333,1571.5,1832.8,1861.8,1551.71428571429,1776.5,1681,1899.6
1,10,100,0.0118108035034134,TRUE,1e-04,FALSE,352.956666666667,252.956666666667,0,1,391.723333333333,Inf,Inf,917.153333333333,877.71,963.45,Inf,905.426666666667,868.443333333333,881.803333333333,291.723333333333,823.511705685619,832.665551839465,817.153333333333,777.71,863.45,832.355704697986,805.426666666667,768.443333333333,781.803333333333
0,2,100,0.0139495079396242,TRUE,1e-04,FALSE,370.986666666667,270.986666666667,0,1,370.986666666667,Inf,NA,NA,NA,NA,NA,NA,NA,NA,270.986666666667,1757.60714285714,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.0139495079396242,TRUE,1e-04,FALSE,280.983333333333,180.983333333333,0,1,285.92,672.843333333333,NA,NA,NA,NA,NA,NA,NA,NA,185.92,572.843333333333,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.0139495079396242,TRUE,1e-04,FALSE,477.036666666667,377.036666666667,0,1,477.036666666667,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,377.036666666667,1923.25,1753.625,1858.33333333333,1853.5,1912,1985.4,2147,2078.42857142857,1789.5
1,10,100,0.0139495079396242,TRUE,1e-04,FALSE,326.453333333333,226.453333333333,0,1,344.416666666667,918.19,876.106666666667,900.21,883.13,Inf,902.34,901.876666666667,873.096666666667,881.626666666667,244.416666666667,818.19,776.106666666667,800.21,783.13,828.969899665552,802.34,801.876666666667,773.096666666667,781.626666666667
0,2,100,0.0164754897244207,TRUE,1e-04,FALSE,310.303333333333,210.303333333333,0,1,310.303333333333,Inf,NA,NA,NA,NA,NA,NA,NA,NA,210.303333333333,1730.10256410256,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.0164754897244207,TRUE,1e-04,FALSE,258.27,158.27,0,1,261.8,625.656666666667,NA,NA,NA,NA,NA,NA,NA,NA,161.8,525.656666666667,NA,NA,NA,NA,NA,NA,NA,NA
