"p","K","nu","delta","sparse","alpha","criterion","independent","detector","combine","ARL","CAD","PFA","power"
0,2,1000,0.143374232887377,FALSE,1e-04,"ARL",FALSE,"bounded","average",1045.07,45.07,0,1
1,2,1000,0.143374232887377,FALSE,1e-04,"ARL",FALSE,"oracle","joint",986.906666666667,10.4033333333333,0.0366666666666667,1
1,2,1000,0.143374232887377,FALSE,1e-04,"ARL",FALSE,"misspec","joint",996.266666666667,19.4166666666667,0.0266666666666667,1
1,2,1000,0.143374232887377,FALSE,1e-04,"ARL",FALSE,"bounded","average",1006.00333333333,51.69,0.1,1
0,10,1000,0.143374232887377,FALSE,1e-04,"ARL",FALSE,"oracle","joint",984.593333333333,10.65,0.06,1
0,10,1000,0.143374232887377,FALSE,1e-04,"ARL",FALSE,"misspec","joint",1131.75,135.733333333333,0.00666666666666667,1
0,10,1000,0.143374232887377,FALSE,1e-04,"ARL",FALSE,"bounded","average",1094.02,94.02,0,1
1,10,1000,0.143374232887377,FALSE,1e-04,"ARL",FALSE,"oracle","joint",997.33,25.21,0.0566666666666667,1
1,10,1000,0.143374232887377,FALSE,1e-04,"ARL",FALSE,"misspec","joint",1077.34333333333,166.076666666667,0.09,1
1,10,1000,0.143374232887377,FALSE,1e-04,"ARL",FALSE,"bounded","average",1073.40333333333,95.19,0.0466666666666667,1
0,2,10,0.169336489208544,FALSE,1e-04,"ARL",FALSE,"oracle","joint",13.46,3.46,0,1
0,2,10,0.169336489208544,FALSE,1e-04,"ARL",FALSE,"misspec","joint",16.3633333333333,6.36333333333333,0,1
0,2,10,0.169336489208544,FALSE,1e-04,"ARL",FALSE,"bounded","average",37.16,27.16,0,1
1,2,10,0.169336489208544,FALSE,1e-04,"ARL",FALSE,"oracle","joint",18.31,8.31,0,1
1,2,10,0.169336489208544,FALSE,1e-04,"ARL",FALSE,"misspec","joint",23.0266666666667,13.39,0.02,1
1,2,10,0.169336489208544,FALSE,1e-04,"ARL",FALSE,"bounded","average",37.85,27.85,0,1
0,10,10,0.169336489208544,FALSE,1e-04,"ARL",FALSE,"oracle","joint",18.28,8.28,0,1
0,10,10,0.169336489208544,FALSE,1e-04,"ARL",FALSE,"misspec","joint",91.5333333333333,81.5333333333333,0,1
0,10,10,0.169336489208544,FALSE,1e-04,"ARL",FALSE,"bounded","average",63.7066666666667,53.7066666666667,0,1
1,10,10,0.169336489208544,FALSE,1e-04,"ARL",FALSE,"oracle","joint",28.8,18.8,0,1
1,10,10,0.169336489208544,FALSE,1e-04,"ARL",FALSE,"misspec","joint",113.243333333333,110.233333333333,0.06,1
1,10,10,0.169336489208544,FALSE,1e-04,"ARL",FALSE,"bounded","average",64.89,54.89,0,1
0,2,1000,0.169336489208544,FALSE,1e-04,"ARL",FALSE,"oracle","joint",992.013333333333,3.57666666666667,0.0233333333333333,1
0,2,1000,0.169336489208544,FALSE,1e-04,"ARL",FALSE,"misspec","joint",1001.07,6.69666666666667,0.0133333333333333,1
0,2,1000,0.169336489208544,FALSE,1e-04,"ARL",FALSE,"bounded","average",1036.47,37.77,0.00666666666666667,1
1,2,1000,0.169336489208544,FALSE,1e-04,"ARL",FALSE,"oracle","joint",988.236666666667,7.99333333333333,0.0433333333333333,1
1,2,1000,0.169336489208544,FALSE,1e-04,"ARL",FALSE,"misspec","joint",1004.84,14.0766666666667,0.02,1
1,2,1000,0.169336489208544,FALSE,1e-04,"ARL",FALSE,"bounded","average",1012.86666666667,43.7666666666667,0.08,1
0,10,1000,0.169336489208544,FALSE,1e-04,"ARL",FALSE,"oracle","joint",990.03,7.96333333333333,0.0466666666666667,1
0,10,1000,0.169336489208544,FALSE,1e-04,"ARL",FALSE,"misspec","joint",1073.76666666667,76.09,0.00333333333333333,1
0,10,1000,0.169336489208544,FALSE,1e-04,"ARL",FALSE,"bounded","average",1078.35666666667,78.8066666666667,0.00333333333333333,1
1,10,1000,0.169336489208544,FALSE,1e-04,"ARL",FALSE,"oracle","joint",991.57,18.8566666666667,0.0533333333333333,1
1,10,1000,0.169336489208544,FALSE,1e-04,"ARL",FALSE,"misspec","joint",1030.18,110.733333333333,0.08,1
1,10,1000,0.169336489208544,FALSE,1e-04,"ARL",FALSE,"bounded","average",1050.95333333333,81.9933333333333,0.0733333333333333,1
0,2,10,0.2,FALSE,1e-04,"ARL",FALSE,"oracle","joint",12.7433333333333,2.74333333333333,0,1
0,2,10,0.2,FALSE,1e-04,"ARL",FALSE,"misspec","joint",14.37,4.37,0,1
0,2,10,0.2,FALSE,1e-04,"ARL",FALSE,"bounded","average",33.4533333333333,23.4533333333333,0,1
1,2,10,0.2,FALSE,1e-04,"ARL",FALSE,"oracle","joint",16.3733333333333,6.37333333333333,0,1
1,2,10,0.2,FALSE,1e-04,"ARL",FALSE,"misspec","joint",19.4133333333333,9.85,0.0233333333333333,1
1,2,10,0.2,FALSE,1e-04,"ARL",FALSE,"bounded","average",34.45,24.45,0,1
0,10,10,0.2,FALSE,1e-04,"ARL",FALSE,"oracle","joint",16.4133333333333,6.41333333333333,0,1
0,10,10,0.2,FALSE,1e-04,"ARL",FALSE,"misspec","joint",51.8133333333333,41.8133333333333,0,1
0,10,10,0.2,FALSE,1e-04,"ARL",FALSE,"bounded","average",56.3833333333333,46.3833333333333,0,1
1,10,10,0.2,FALSE,1e-04,"ARL",FALSE,"oracle","joint",24.54,14.54,0,1
1,10,10,0.2,FALSE,1e-04,"ARL",FALSE,"misspec","joint",67.9566666666667,62.0766666666667,0.06,1
1,10,10,0.2,FALSE,1e-04,"ARL",FALSE,"bounded","average",57.6566666666667,47.6566666666667,0,1
0,2,1000,0.2,FALSE,1e-04,"ARL",FALSE,"oracle","joint",989.063333333333,2.78,0.03,1
0,2,1000,0.2,FALSE,1e-04,"ARL",FALSE,"misspec","joint",999.473333333333,4.30666666666667,0.00666666666666667,1
0,2,1000,0.2,FALSE,1e-04,"ARL",FALSE,"bounded","average",1031.77,33.67,0.00333333333333333,1
1,2,1000,0.2,FALSE,1e-04,"ARL",FALSE,"oracle","joint",995.483333333333,6.04,0.02,1
1,2,1000,0.2,FALSE,1e-04,"ARL",FALSE,"misspec","joint",974.346666666667,9.09666666666667,0.0366666666666667,1
1,2,1000,0.2,FALSE,1e-04,"ARL",FALSE,"bounded","average",981.896666666667,38.8,0.12,1
0,10,1000,0.2,FALSE,1e-04,"ARL",FALSE,"oracle","joint",981.903333333333,6.2,0.0366666666666667,1
0,10,1000,0.2,FALSE,1e-04,"ARL",FALSE,"misspec","joint",1026.40333333333,37.3233333333333,0.0133333333333333,1
0,10,1000,0.2,FALSE,1e-04,"ARL",FALSE,"bounded","average",1069.67666666667,69.6766666666667,0,1
1,10,1000,0.2,FALSE,1e-04,"ARL",FALSE,"oracle","joint",989.086666666667,14.73,0.05,1
1,10,1000,0.2,FALSE,1e-04,"ARL",FALSE,"misspec","joint",1007.10333333333,58.02,0.06,1
1,10,1000,0.2,FALSE,1e-04,"ARL",FALSE,"bounded","average",1052.05666666667,70.66,0.05,1
0,2,10,0,TRUE,1e-04,"ARL",FALSE,"oracle","joint",Inf,NA,0,0
0,2,10,0,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1361.55172413793,0,0.0966666666666667
0,2,10,0,TRUE,1e-04,"ARL",FALSE,"bounded","average",Inf,2847,0,0.01
1,2,10,0,TRUE,1e-04,"ARL",FALSE,"oracle","joint",Inf,NA,0,0
1,2,10,0,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1476.04761904762,0,0.14
1,2,10,0,TRUE,1e-04,"ARL",FALSE,"bounded","average",Inf,1465.03896103896,0,0.256666666666667
0,10,10,0,TRUE,1e-04,"ARL",FALSE,"oracle","joint",Inf,NA,0,0
0,10,10,0,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1424.05555555556,0,0.06
0,10,10,0,TRUE,1e-04,"ARL",FALSE,"bounded","average",Inf,2408,0,0.00666666666666667
1,10,10,0,TRUE,1e-04,"ARL",FALSE,"oracle","joint",Inf,NA,0,0
1,10,10,0,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1465.21212121212,0.0166666666666667,0.11
1,10,10,0,TRUE,1e-04,"ARL",FALSE,"bounded","average",Inf,1577.53448275862,0,0.193333333333333
0,2,1000,0,TRUE,1e-04,"ARL",FALSE,"oracle","joint",Inf,NA,0,0
0,2,1000,0,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1053.2,0.0466666666666667,0.05
0,2,1000,0,TRUE,1e-04,"ARL",FALSE,"bounded","average",Inf,1051.77777777778,0.0133333333333333,0.03
1,2,1000,0,TRUE,1e-04,"ARL",FALSE,"oracle","joint",Inf,NA,0,0
1,2,1000,0,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1030.65,0.0633333333333333,0.0666666666666667
1,2,1000,0,TRUE,1e-04,"ARL",FALSE,"bounded","average",Inf,1042.05263157895,0.103333333333333,0.19
0,10,1000,0,TRUE,1e-04,"ARL",FALSE,"oracle","joint",Inf,NA,0,0
0,10,1000,0,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,754,0.0333333333333333,0.0533333333333333
0,10,1000,0,TRUE,1e-04,"ARL",FALSE,"bounded","average",Inf,1399.5,0,0.00666666666666667
1,10,1000,0,TRUE,1e-04,"ARL",FALSE,"oracle","joint",Inf,NA,0,0
1,10,1000,0,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,888.05,0.0433333333333333,0.0666666666666667
1,10,1000,0,TRUE,1e-04,"ARL",FALSE,"bounded","average",Inf,995.239130434783,0.05,0.153333333333333
0,2,10,0.01,TRUE,1e-04,"ARL",FALSE,"oracle","joint",310.516666666667,300.516666666667,0,1
0,2,10,0.01,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1452.35593220339,0,0.196666666666667
0,2,10,0.01,TRUE,1e-04,"ARL",FALSE,"bounded","average",537.076666666667,527.076666666667,0,1
1,2,10,0.01,TRUE,1e-04,"ARL",FALSE,"oracle","joint",677.086666666667,667.086666666667,0,1
1,2,10,0.01,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1466.16438356164,0,0.243333333333333
1,2,10,0.01,TRUE,1e-04,"ARL",FALSE,"bounded","average",557.896666666667,547.896666666667,0,1
0,10,10,0.01,TRUE,1e-04,"ARL",FALSE,"oracle","joint",270.31,260.31,0,1
0,10,10,0.01,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1537.5,0,0.0866666666666667
0,10,10,0.01,TRUE,1e-04,"ARL",FALSE,"bounded","average",1490.20333333333,1480.20333333333,0,1
1,10,10,0.01,TRUE,1e-04,"ARL",FALSE,"oracle","joint",569.24,559.24,0,1
1,10,10,0.01,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1429.1568627451,0.00666666666666667,0.17
1,10,10,0.01,TRUE,1e-04,"ARL",FALSE,"bounded","average",Inf,1403.42953020134,0,0.993333333333333
0,2,1000,0.01,TRUE,1e-04,"ARL",FALSE,"oracle","joint",1203.11666666667,254.19,0.0666666666666667,1
0,2,1000,0.01,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1090.44736842105,0.03,0.126666666666667
0,2,1000,0.01,TRUE,1e-04,"ARL",FALSE,"bounded","average",1730.75,738.92,0.00666666666666667,1
1,2,1000,0.01,TRUE,1e-04,"ARL",FALSE,"oracle","joint",Inf,528.409395973154,0.0566666666666667,0.993333333333333
1,2,1000,0.01,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1028.03571428571,0.0433333333333333,0.186666666666667
1,2,1000,0.01,TRUE,1e-04,"ARL",FALSE,"bounded","average",Inf,776.733788395904,0.103333333333333,0.976666666666667
0,10,1000,0.01,TRUE,1e-04,"ARL",FALSE,"oracle","joint",1177.97333333333,221.45,0.0666666666666667,1
0,10,1000,0.01,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1085.75,0.0133333333333333,0.0666666666666667
0,10,1000,0.01,TRUE,1e-04,"ARL",FALSE,"bounded","average",Inf,1488.62403100775,0,0.86
1,10,1000,0.01,TRUE,1e-04,"ARL",FALSE,"oracle","joint",1422.35666666667,453.756666666667,0.0433333333333333,1
1,10,1000,0.01,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1071.17391304348,0.0533333333333333,0.0766666666666667
1,10,1000,0.01,TRUE,1e-04,"ARL",FALSE,"bounded","average",Inf,1202.6103286385,0.0433333333333333,0.71
0,2,10,0.0118108035034134,TRUE,1e-04,"ARL",FALSE,"oracle","joint",230.93,220.93,0,1
0,2,10,0.0118108035034134,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1492.03571428571,0,0.28
0,2,10,0.0118108035034134,TRUE,1e-04,"ARL",FALSE,"bounded","average",434.72,424.72,0,1
1,2,10,0.0118108035034134,TRUE,1e-04,"ARL",FALSE,"oracle","joint",490.45,480.45,0,1
1,2,10,0.0118108035034134,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1304.53465346535,0,0.336666666666667
1,2,10,0.0118108035034134,TRUE,1e-04,"ARL",FALSE,"bounded","average",443.56,433.56,0,1
0,10,10,0.0118108035034134,TRUE,1e-04,"ARL",FALSE,"oracle","joint",208.246666666667,198.246666666667,0,1
0,10,10,0.0118108035034134,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1563.5,0,0.1
0,10,10,0.0118108035034134,TRUE,1e-04,"ARL",FALSE,"bounded","average",1228.56333333333,1218.56333333333,0,1
1,10,10,0.0118108035034134,TRUE,1e-04,"ARL",FALSE,"oracle","joint",436.78,426.78,0,1
1,10,10,0.0118108035034134,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1497.5,0.00333333333333333,0.153333333333333
1,10,10,0.0118108035034134,TRUE,1e-04,"ARL",FALSE,"bounded","average",1184.04333333333,1174.04333333333,0,1
0,2,1000,0.0118108035034134,TRUE,1e-04,"ARL",FALSE,"oracle","joint",1156.71333333333,192.443333333333,0.0566666666666667,1
0,2,1000,0.0118108035034134,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,978.533333333333,0.04,0.15
0,2,1000,0.0118108035034134,TRUE,1e-04,"ARL",FALSE,"bounded","average",1596.85333333333,596.853333333333,0,1
1,2,1000,0.0118108035034134,TRUE,1e-04,"ARL",FALSE,"oracle","joint",Inf,375.488294314381,0.0633333333333333,0.996666666666667
1,2,1000,0.0118108035034134,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1023.72857142857,0.06,0.233333333333333
1,2,1000,0.0118108035034134,TRUE,1e-04,"ARL",FALSE,"bounded","average",1545.44,662.786666666667,0.116666666666667,1
0,10,1000,0.0118108035034134,TRUE,1e-04,"ARL",FALSE,"oracle","joint",1127.33333333333,165.853333333333,0.0733333333333333,1
0,10,1000,0.0118108035034134,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,895.428571428571,0.03,0.0466666666666667
0,10,1000,0.0118108035034134,TRUE,1e-04,"ARL",FALSE,"bounded","average",Inf,1332.34482758621,0.00333333333333333,0.966666666666667
1,10,1000,0.0118108035034134,TRUE,1e-04,"ARL",FALSE,"oracle","joint",1282.79333333333,337.253333333333,0.08,1
1,10,1000,0.0118108035034134,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,906.666666666667,0.0366666666666667,0.1
1,10,1000,0.0118108035034134,TRUE,1e-04,"ARL",FALSE,"bounded","average",Inf,1171.5303030303,0.0333333333333333,0.88
0,2,10,0.0139495079396242,TRUE,1e-04,"ARL",FALSE,"oracle","joint",170.69,160.69,0,1
0,2,10,0.0139495079396242,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1385.275,0,0.266666666666667
0,2,10,0.0139495079396242,TRUE,1e-04,"ARL",FALSE,"bounded","average",371.99,361.99,0,1
1,2,10,0.0139495079396242,TRUE,1e-04,"ARL",FALSE,"oracle","joint",403.92,393.92,0,1
1,2,10,0.0139495079396242,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1237.43362831858,0.00333333333333333,0.376666666666667
1,2,10,0.0139495079396242,TRUE,1e-04,"ARL",FALSE,"bounded","average",394.923333333333,384.923333333333,0,1
0,10,10,0.0139495079396242,TRUE,1e-04,"ARL",FALSE,"oracle","joint",161.563333333333,151.563333333333,0,1
0,10,10,0.0139495079396242,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1161.32352941176,0,0.113333333333333
0,10,10,0.0139495079396242,TRUE,1e-04,"ARL",FALSE,"bounded","average",1090.64333333333,1080.64333333333,0,1
1,10,10,0.0139495079396242,TRUE,1e-04,"ARL",FALSE,"oracle","joint",357.336666666667,347.336666666667,0,1
1,10,10,0.0139495079396242,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1412.59259259259,0.0133333333333333,0.18
1,10,10,0.0139495079396242,TRUE,1e-04,"ARL",FALSE,"bounded","average",1014.54,1004.54,0,1
0,2,1000,0.0139495079396242,TRUE,1e-04,"ARL",FALSE,"oracle","joint",1109.69333333333,146.466666666667,0.07,1
0,2,1000,0.0139495079396242,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,947.322033898305,0.0333333333333333,0.196666666666667
0,2,1000,0.0139495079396242,TRUE,1e-04,"ARL",FALSE,"bounded","average",1484.40333333333,484.403333333333,0,1
1,2,1000,0.0139495079396242,TRUE,1e-04,"ARL",FALSE,"oracle","joint",1279.08666666667,318.95,0.0633333333333333,1
1,2,1000,0.0139495079396242,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1042.30337078652,0.03,0.296666666666667
1,2,1000,0.0139495079396242,TRUE,1e-04,"ARL",FALSE,"bounded","average",Inf,565.581939799331,0.116666666666667,0.996666666666667
0,10,1000,0.0139495079396242,TRUE,1e-04,"ARL",FALSE,"oracle","joint",1074.05,123.476666666667,0.0666666666666667,1
0,10,1000,0.0139495079396242,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1167,0.0266666666666667,0.06
0,10,1000,0.0139495079396242,TRUE,1e-04,"ARL",FALSE,"bounded","average",Inf,1109.52508361204,0,0.996666666666667
1,10,1000,0.0139495079396242,TRUE,1e-04,"ARL",FALSE,"oracle","joint",1256.19,283.843333333333,0.0433333333333333,1
1,10,1000,0.0139495079396242,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,887.5,0.03,0.106666666666667
1,10,1000,0.0139495079396242,TRUE,1e-04,"ARL",FALSE,"bounded","average",Inf,1069.21305841924,0.0433333333333333,0.97
0,2,10,0.0164754897244207,TRUE,1e-04,"ARL",FALSE,"oracle","joint",132.806666666667,122.806666666667,0,1
0,2,10,0.0164754897244207,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1357.0612244898,0,0.326666666666667
0,2,10,0.0164754897244207,TRUE,1e-04,"ARL",FALSE,"bounded","average",306.29,296.29,0,1
1,2,10,0.0164754897244207,TRUE,1e-04,"ARL",FALSE,"oracle","joint",293.01,283.01,0,1
1,2,10,0.0164754897244207,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1363.50381679389,0.00333333333333333,0.436666666666667
1,2,10,0.0164754897244207,TRUE,1e-04,"ARL",FALSE,"bounded","average",303.24,293.24,0,1
0,10,10,0.0164754897244207,TRUE,1e-04,"ARL",FALSE,"oracle","joint",123.73,113.73,0,1
0,10,10,0.0164754897244207,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1733.32352941176,0,0.113333333333333
0,10,10,0.0164754897244207,TRUE,1e-04,"ARL",FALSE,"bounded","average",949.323333333333,939.323333333333,0,1
1,10,10,0.0164754897244207,TRUE,1e-04,"ARL",FALSE,"oracle","joint",281.906666666667,271.906666666667,0,1
1,10,10,0.0164754897244207,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1560.6,0.0133333333333333,0.166666666666667
1,10,10,0.0164754897244207,TRUE,1e-04,"ARL",FALSE,"bounded","average",881.93,871.93,0,1
0,2,1000,0.0164754897244207,TRUE,1e-04,"ARL",FALSE,"oracle","joint",1078.38333333333,123.343333333333,0.0766666666666667,1
0,2,1000,0.0164754897244207,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,859.357142857143,0.0266666666666667,0.233333333333333
0,2,1000,0.0164754897244207,TRUE,1e-04,"ARL",FALSE,"bounded","average",1403.15,415.41,0.0166666666666667,1
1,2,1000,0.0164754897244207,TRUE,1e-04,"ARL",FALSE,"oracle","joint",1207.81333333333,252.953333333333,0.0833333333333333,1
1,2,1000,0.0164754897244207,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,924.908045977011,0.0733333333333333,0.29
1,2,1000,0.0164754897244207,TRUE,1e-04,"ARL",FALSE,"bounded","average",1372.09333333333,455.223333333333,0.0866666666666667,1
0,10,1000,0.0164754897244207,TRUE,1e-04,"ARL",FALSE,"oracle","joint",1050.25,95.7,0.0833333333333333,1
0,10,1000,0.0164754897244207,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1081.65217391304,0.0133333333333333,0.0766666666666667
0,10,1000,0.0164754897244207,TRUE,1e-04,"ARL",FALSE,"bounded","average",1920.47333333333,926.353333333333,0.00333333333333333,1
1,10,1000,0.0164754897244207,TRUE,1e-04,"ARL",FALSE,"oracle","joint",1167.65,228.116666666667,0.0966666666666667,1
1,10,1000,0.0164754897244207,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,887.5,0.0466666666666667,0.1
1,10,1000,0.0164754897244207,TRUE,1e-04,"ARL",FALSE,"bounded","average",Inf,941.444444444444,0.0866666666666667,0.99
0,2,10,0.0194588771757639,TRUE,1e-04,"ARL",FALSE,"oracle","joint",107.286666666667,97.2866666666667,0,1
0,2,10,0.0194588771757639,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1529.93965517241,0,0.386666666666667
0,2,10,0.0194588771757639,TRUE,1e-04,"ARL",FALSE,"bounded","average",269.56,259.56,0,1
1,2,10,0.0194588771757639,TRUE,1e-04,"ARL",FALSE,"oracle","joint",237.123333333333,227.123333333333,0,1
1,2,10,0.0194588771757639,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1283.11464968153,0,0.523333333333333
1,2,10,0.0194588771757639,TRUE,1e-04,"ARL",FALSE,"bounded","average",263.13,253.13,0,1
0,10,10,0.0194588771757639,TRUE,1e-04,"ARL",FALSE,"oracle","joint",92.4866666666667,82.4866666666667,0,1
0,10,10,0.0194588771757639,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1533,0,0.103333333333333
0,10,10,0.0194588771757639,TRUE,1e-04,"ARL",FALSE,"bounded","average",834.473333333333,824.473333333333,0,1
1,10,10,0.0194588771757639,TRUE,1e-04,"ARL",FALSE,"oracle","joint",199.363333333333,189.363333333333,0,1
1,10,10,0.0194588771757639,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1310.83823529412,0,0.226666666666667
1,10,10,0.0194588771757639,TRUE,1e-04,"ARL",FALSE,"bounded","average",763.75,753.75,0,1
0,2,1000,0.0194588771757639,TRUE,1e-04,"ARL",FALSE,"oracle","joint",1049.28333333333,90.8133333333333,0.0733333333333333,1
0,2,1000,0.0194588771757639,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,841.511363636364,0.02,0.293333333333333
0,2,1000,0.0194588771757639,TRUE,1e-04,"ARL",FALSE,"bounded","average",1352.05,354.213333333333,0.00333333333333333,1
1,2,1000,0.0194588771757639,TRUE,1e-04,"ARL",FALSE,"oracle","joint",1155.20666666667,195.383333333333,0.0633333333333333,1
1,2,1000,0.0194588771757639,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,954.508620689655,0.0466666666666667,0.386666666666667
1,2,1000,0.0194588771757639,TRUE,1e-04,"ARL",FALSE,"bounded","average",1340.58,390.456666666667,0.0733333333333333,1
0,10,1000,0.0194588771757639,TRUE,1e-04,"ARL",FALSE,"oracle","joint",1040.04333333333,78.0866666666667,0.0766666666666667,1
0,10,1000,0.0194588771757639,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1006.03703703704,0.0333333333333333,0.09
0,10,1000,0.0194588771757639,TRUE,1e-04,"ARL",FALSE,"bounded","average",1788.10666666667,788.106666666667,0,1
1,10,1000,0.0194588771757639,TRUE,1e-04,"ARL",FALSE,"oracle","joint",1126.58,151.926666666667,0.0466666666666667,1
1,10,1000,0.0194588771757639,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1010.5,0.0533333333333333,0.1
1,10,1000,0.0194588771757639,TRUE,1e-04,"ARL",FALSE,"bounded","average",1756.91666666667,825.243333333333,0.06,1
0,2,10,0.0229824974720003,TRUE,1e-04,"ARL",FALSE,"oracle","joint",84.4433333333333,74.4433333333333,0,1
0,2,10,0.0229824974720003,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1315.08074534162,0,0.536666666666667
0,2,10,0.0229824974720003,TRUE,1e-04,"ARL",FALSE,"bounded","average",226.963333333333,216.963333333333,0,1
1,2,10,0.0229824974720003,TRUE,1e-04,"ARL",FALSE,"oracle","joint",180.08,170.08,0,1
1,2,10,0.0229824974720003,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1215.09356725146,0,0.57
1,2,10,0.0229824974720003,TRUE,1e-04,"ARL",FALSE,"bounded","average",224.373333333333,214.373333333333,0,1
0,10,10,0.0229824974720003,TRUE,1e-04,"ARL",FALSE,"oracle","joint",70.8033333333333,60.8033333333333,0,1
0,10,10,0.0229824974720003,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1488.42857142857,0,0.186666666666667
0,10,10,0.0229824974720003,TRUE,1e-04,"ARL",FALSE,"bounded","average",742.626666666667,732.626666666667,0,1
1,10,10,0.0229824974720003,TRUE,1e-04,"ARL",FALSE,"oracle","joint",154.416666666667,144.416666666667,0,1
1,10,10,0.0229824974720003,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1363.88235294118,0.0133333333333333,0.226666666666667
1,10,10,0.0229824974720003,TRUE,1e-04,"ARL",FALSE,"bounded","average",680.993333333333,670.993333333333,0,1
0,2,1000,0.0229824974720003,TRUE,1e-04,"ARL",FALSE,"oracle","joint",1034.69333333333,66,0.0533333333333333,1
0,2,1000,0.0229824974720003,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,910.377192982456,0.0266666666666667,0.38
0,2,1000,0.0229824974720003,TRUE,1e-04,"ARL",FALSE,"bounded","average",1285.27666666667,286.246666666667,0.00333333333333333,1
1,2,1000,0.0229824974720003,TRUE,1e-04,"ARL",FALSE,"oracle","joint",1108.28,151.88,0.0733333333333333,1
1,2,1000,0.0229824974720003,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,940.410852713178,0.02,0.43
1,2,1000,0.0229824974720003,TRUE,1e-04,"ARL",FALSE,"bounded","average",1252.70333333333,332.77,0.11,1
0,10,1000,0.0229824974720003,TRUE,1e-04,"ARL",FALSE,"oracle","joint",1030.33,59.8233333333333,0.0533333333333333,1
0,10,1000,0.0229824974720003,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1044.58333333333,0.0166666666666667,0.08
0,10,1000,0.0229824974720003,TRUE,1e-04,"ARL",FALSE,"bounded","average",1656.54,656.54,0,1
1,10,1000,0.0229824974720003,TRUE,1e-04,"ARL",FALSE,"oracle","joint",1099.05,128.286666666667,0.0533333333333333,1
1,10,1000,0.0229824974720003,TRUE,1e-04,"ARL",FALSE,"misspec","joint",Inf,996.707317073171,0.0366666666666667,0.136666666666667
1,10,1000,0.0229824974720003,TRUE,1e-04,"ARL",FALSE,"bounded","average",1590.24,636.496666666667,0.0433333333333333,1
